Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,ODINO
16,38,24,1,0,66.66,4,bowled,1,vÿAustralia,Auckland,30-Jan-17,ODI # 3829
107,147,101,13,0,105.94,4,caught,1,vÿAustralia,Hamilton,05-Feb-17,ODI # 3832
1,4,3,0,0,33.33,4,caught,1,vÿSouth Africa,Hamilton,19-Feb-17,ODI # 3836
102*,164,110,8,0,92.72,4,not out,1,vÿSouth Africa,Christchurch,22-Feb-17,ODI # 3839
18,54,40,2,0,45,4,lbw,2,vÿSouth Africa,Wellington,25-Feb-17,ODI # 3841
66,140,97,7,1,68.04,4,caught,2,vÿSouth Africa,Hamilton,01-Mar-17,ODI # 3843
8,20,12,1,0,66.66,4,lbw,1,vÿSouth Africa,Auckland,04-Mar-17,ODI # 3846
52,-,60,5,0,86.66,4,caught,1,vÿIreland,Dublin (Malahide),14-May-17,ODI # 3867
25,-,40,1,0,62.5,4,lbw,2,vÿBangladesh,Dublin,17-May-17,ODI # 3868
57,-,64,6,0,89.06,4,caught,1,vÿIreland,Dublin (Malahide),21-May-17,ODI # 3870
60*,-,56,6,0,107.14,4,not out,1,vÿBangladesh,Dublin,24-May-17,ODI # 3871
46,76,58,6,0,79.31,4,caught,1,vÿAustralia,Birmingham,02-Jun-17,ODI # 3876
39,95,59,3,0,66.1,4,caught,2,vÿEngland,Cardiff,06-Jun-17,ODI # 3880
63,106,82,6,0,76.82,4,caught,1,vÿBangladesh,Cardiff,09-Jun-17,ODI # 3883
95,167,100,8,0,95,4,caught,2,vÿIndia,Mumbai,22-Oct-17,ODI # 3928
21,43,33,2,0,63.63,4,caught,1,vÿIndia,Pune,25-Oct-17,ODI # 3931
39,71,47,3,0,82.97,4,caught,2,vÿIndia,Kanpur,29-Oct-17,ODI # 3932
49*,120,76,2,0,64.47,4,not out,2,vÿWest Indies,Whangarei,20-Dec-17,ODI # 3943
57,90,66,5,0,86.36,4,caught,1,vÿWest Indies,Christchurch,23-Dec-17,ODI # 3944
47*,82,54,6,0,87.03,4,not out,1,vÿWest Indies,Christchurch,26-Dec-17,ODI # 3945
12,29,14,0,0,85.71,4,bowled,1,vÿPakistan,Wellington,06-Jan-18,ODI # 3946
45*,60,43,4,0,104.65,4,not out,2,vÿPakistan,Nelson,09-Jan-18,ODI # 3947
52,98,64,4,0,81.25,4,lbw,1,vÿPakistan,Dunedin,13-Jan-18,ODI # 3949
1,5,4,0,0,25,4,lbw,2,vÿPakistan,Hamilton,16-Jan-18,ODI # 3953
59,108,73,3,0,80.82,4,bowled,1,vÿPakistan,Wellington,19-Jan-18,ODI # 3957
