Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Start Date,ODINo
98*,178,132,6,1,74.24,3,not out,1,v Zimbabwe,Port Elizabeth,06-Feb-00,ODI # 1558
0,1,1,0,0,0,3,bowled,1,v England,Johannesburg,13-Feb-00,ODI # 1560
37*,43,30,3,0,123.33,3,not out,1,v India,Kochi,09-Mar-00,ODI # 1572
18,35,27,2,0,66.66,3,caught,1,v India,Jamshedpur,12-Mar-00,ODI # 1573
10,19,15,0,1,66.66,4,bowled,2,v India,Faridabad,15-Mar-00,ODI # 1574
81*,133,106,4,2,76.41,3,not out,1,v India,Vadodara,17-Mar-00,ODI # 1575
DNB,-,-,-,-,-,-,-,2,v India,Sharjah,22-Mar-00,ODI # 1577
35,66,38,3,0,92.1,3,caught,2,v Pakistan,Sharjah,24-Mar-00,ODI # 1579
53*,142,93,2,2,56.98,4,not out,2,v India,Sharjah,27-Mar-00,ODI # 1581
11,16,15,2,0,73.33,3,caught,2,v Pakistan,Sharjah,31-Mar-00,ODI # 1583
61,112,88,5,1,69.31,4,caught,2,v Australia,Durban,12-Apr-00,ODI # 1587
5,14,11,1,0,45.45,4,caught,1,v Australia,Cape Town,14-Apr-00,ODI # 1589
30,64,47,5,0,63.82,4,caught,2,v Australia,Johannesburg,16-Apr-00,ODI # 1591
11,31,30,0,0,36.66,3,caught,2,v Sri Lanka,Galle,06-Jul-00,ODI # 1604
83,150,111,4,1,74.77,3,caught,1,v Pakistan,Colombo (RPS),08-Jul-00,ODI # 1606
83*,188,148,4,3,56.08,4,not out,1,v Sri Lanka,Colombo (SSC),11-Jul-00,ODI # 1610
27,88,66,1,1,40.9,3,caught,2,v Pakistan,Colombo (SSC),12-Jul-00,ODI # 1612
7,11,15,0,0,46.66,3,run out,2,v Sri Lanka,Colombo (RPS),14-Jul-00,ODI # 1614
42,105,66,3,0,63.63,3,lbw,2,v Australia,Melbourne (Docklands),16-Aug-00,ODI # 1620
22,53,39,1,0,56.41,3,bowled,1,v Australia,Melbourne (Docklands),18-Aug-00,ODI # 1621
3,2,3,0,0,100,3,caught,1,v Australia,Melbourne (Docklands),20-Aug-00,ODI # 1622
5,32,23,0,0,21.73,3,caught,2,v Pakistan,Singapore,23-Aug-00,ODI # 1624
22,33,30,5,0,73.33,3,caught,2,v New Zealand,Singapore,25-Aug-00,ODI # 1625
1,32,15,0,0,6.66,3,bowled,1,v Pakistan,Singapore,27-Aug-00,ODI # 1626
78*,144,110,10,0,70.9,3,not out,2,v England,Nairobi (Gym),10-Oct-00,ODI # 1636
15,29,18,3,0,83.33,3,caught,2,v India,Nairobi (Gym),13-Oct-00,ODI # 1638
8*,30,16,0,0,50,4,not out,1,v New Zealand,Potchefstroom,20-Oct-00,ODI # 1641
39*,56,52,7,0,75,4,not out,2,v New Zealand,Benoni,22-Oct-00,ODI # 1643
45,47,38,2,2,118.42,4,caught,1,v New Zealand,Centurion,25-Oct-00,ODI # 1647
93,112,111,7,2,83.78,3,caught,2,v New Zealand,Kimberley,28-Oct-00,ODI # 1651
50*,136,81,4,0,61.72,3,not out,2,v New Zealand,Durban,01-Nov-00,ODI # 1654
0,1,1,0,0,0,3,lbw,2,v New Zealand,Cape Town,04-Nov-00,ODI # 1655
0,4,4,0,0,0,4,caught,2,v Sri Lanka,Port Elizabeth,15-Dec-00,ODI # 1661
35,67,48,4,1,72.91,3,caught,1,v Sri Lanka,East London,17-Dec-00,ODI # 1662
100*,202,139,3,1,71.94,3,not out,2,v Sri Lanka,Paarl,09-Jan-01,ODI # 1666
82,106,79,0,4,103.79,4,caught,1,v Sri Lanka,Cape Town,11-Jan-01,ODI # 1668
31,55,48,1,1,64.58,4,lbw,2,v Sri Lanka,Bloemfontein,14-Jan-01,ODI # 1671
18,27,14,4,0,128.57,3,bowled,2,v Sri Lanka,Johannesburg,17-Jan-01,ODI # 1673
23,67,39,3,0,58.97,3,caught,1,v West Indies,Kingston,28-Apr-01,ODI # 1712
78*,164,112,5,2,69.64,3,not out,2,v West Indies,St John's,02-May-01,ODI # 1713
107,126,108,4,2,99.07,3,caught,1,v West Indies,St George's,05-May-01,ODI # 1714
18,41,34,1,0,52.94,3,run out,2,v West Indies,Bridgetown,09-May-01,ODI # 1716
3,10,8,0,0,37.5,5,bowled,1,v West Indies,Port of Spain,12-May-01,ODI # 1717
69,151,147,3,0,46.93,5,caught,1,v West Indies,Kingstown,16-May-01,ODI # 1718
83,116,86,3,2,96.51,3,caught,1,v Zimbabwe,Bulawayo,23-Sep-01,ODI # 1748
26,49,40,3,0,65,3,bowled,1,v Zimbabwe,Harare,29-Sep-01,ODI # 1749
DNB,-,-,-,-,-,-,-,2,v Zimbabwe,Harare,30-Sep-01,ODI # 1750
39,73,56,3,0,69.64,3,bowled,2,v India,Johannesburg,05-Oct-01,ODI # 1752
54,100,80,6,0,67.5,3,caught,2,v Kenya,Benoni,07-Oct-01,ODI # 1755
29,75,35,4,0,82.85,3,stumped,2,v India,Centurion,10-Oct-01,ODI # 1757
49,73,67,5,0,73.13,4,caught,1,v India,East London,19-Oct-01,ODI # 1762
DNB,-,-,-,-,-,-,-,1,v Kenya,Cape Town,22-Oct-01,ODI # 1763
39,90,63,5,0,61.9,3,bowled,2,v India,Durban,26-Oct-01,ODI # 1766
6,28,22,1,0,27.27,3,caught,2,v Australia,Melbourne,13-Jan-02,ODI # 1784
65,90,68,7,1,95.58,3,caught,1,v New Zealand,Brisbane,19-Jan-02,ODI # 1787
37,80,55,2,1,67.27,3,lbw,2,v Australia,Brisbane,20-Jan-02,ODI # 1789
30,69,57,1,0,52.63,3,caught,1,v New Zealand,Adelaide,27-Jan-02,ODI # 1797
11,43,30,1,0,36.66,3,bowled,1,v New Zealand,Perth,01-Feb-02,ODI # 1801
